round,alive_nodes,round_energy
997,100,0.02541093403014577
998,100,0.025883114408880005
999,100,0.025290566250492023
1000,100,0.025297532560030377
1001,100,0.025435985887705705
1002,100,0.025913490547129346
1003,100,0.025342015871857314
1004,100,0.02499305802156165
1005,100,0.02513504500795956
1006,100,0.024578248330180245
1007,100,0.02534505365839704
1008,100,0.025818556986263008
1009,100,0.02553636426913977
1010,100,0.025471155411907587
1011,100,0.024989246776625014
1012,100,0.02511910574336974
1013,100,0.025400092345148634
1014,100,0.02550690112529348
1015,100,0.025257394748313556
1016,100,0.025827876821942028
1017,100,0.02545275694598721
1018,100,0.025440779145974996
1019,100,0.025232902277904406
1020,100,0.025404027092979817
1021,100,0.02540536133653782
1022,100,0.025477239001299563
1023,100,0.025146568903611135
1024,100,0.024952872025166512
1025,100,0.02555550644076865
1026,100,0.025605277252285494
1027,100,0.025346819612639297
1028,100,0.025085799763896615
1029,100,0.025900199781810525
1030,100,0.025572130627687824
1031,100,0.024920000082379504
1032,100,0.026049097209607207
1033,100,0.025249488485077194
1034,100,0.025196981169116433
1035,100,0.025590154284991083
1036,100,0.025484617524013306
1037,100,0.025523168646190062
1038,100,0.025014044500066408
1039,100,0.02544797785344916
1040,100,0.025449221426733136
1041,100,0.025422430696589626
1042,100,0.0256623037830964
1043,100,0.024618681605207415
1044,100,0.02594792471906048
1045,100,0.02537714685980216
1046,100,0.02483241202842497
1047,100,0.02486305109704545
1048,100,0.025507884559521278
1049,100,0.02485767841017206
1050,100,0.025421515649308835
1051,100,0.025629105244875584
1052,100,0.02592038423581945
1053,100,0.024920969143306076
1054,100,0.02557028767527185
1055,100,0.025106533755970516
1056,100,0.025139878127397864
1057,100,0.025690045778396287
1058,100,0.02546988101235909
